name,TotalRunTime,average_net_length,clb_blocks,io_blocks,packing_time,placement_time,routing_time,total_logic_block_area,total_routing_area,total_routing_time,total_wire_length
00_ALU_4bits_MIN_ROUTE_CHAN_WIDTH,1,11.1364,2,14,0.00,0.00,0.00,107788,373865,0.0,245
