name,TotalRunTime,average_net_length,clb_blocks,io_blocks,packing_time,placement_time,routing_time,total_logic_block_area,total_routing_area,total_routing_time,total_wire_length
00_counter_MIN_ROUTE_CHAN_WIDTH,1,18.3846,2,10,0.00,0.00,0.01,107788,373865,0.01,239
