name,TotalRunTime,average_net_length,clb_blocks,io_blocks,packing_time,placement_time,routing_time,total_logic_block_area,total_routing_area,total_routing_time,total_wire_length
00_and2_latch_MIN_ROUTE_CHAN_WIDTH,1,6.75000,1,5,0.00,0.00,0.00,53894,373865,0.0,27
